SampleID;SiteID;LocalDateTime;DateTimeUTC;UTCOffset;SampleType;VariableName;UnitsAbbreviation;CensorCode;DataValue
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;2-Phenylphenol;ug/L;nc;0.04
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;2,4-Dichlorphenoxyessigsäure (2,4-D);ug/L;lt;0.02
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;2,6-Dichlorbenzamid;ug/L;lt;0.03
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;4-tert-Butylphenol;ug/L;nc;0.03
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;4-tert-Octylphenol;ug/L;lt;0.4
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Abfiltrierbare Stoffe;mg/L;nc;34.4
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Acenaphthen;ug/L;lt;0.05
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Acenaphthylen;ug/L;lt;0.05
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Acesulfam;ug/L;nc;0.63
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;AMPA;ug/L;nc;0.13
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Anthracen;ug/L;lt;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Benzo[a]anthracen;ug/L;lt;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Benzo[a]pyren;ug/L;lt;0.005
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Benzo[b]fluoranthen;ug/L;lt;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Benzo[g,h,i]perylen;ug/L;lt;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Benzo[k]fluoranthen;ug/L;lt;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Benzylbutylphthalat;ug/L;lt;0.3
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Bisphenol F;ug/L;lt;0.3
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Blei;ug/L;nc;25
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Carbamazepin;ug/L;lt;0.02
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Carbendazim;ug/L;nc;0.22
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Chemischer Sauerstoffbedarf;mg/L;nc;64.6
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Chrysen;ug/L;lt;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Cybutryn;ug/L;lt;0.02
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Di-iso-decylphthalat + Di-iso-nonylphthalat;ug/L;nc;1.7
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Diazinon;ug/L;lt;0.02
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Dibenz[a,h]anthracen;ug/L;lt;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Dibutylphthalat;ug/L;lt;0.5
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Diethylhexylphthalat (DEHP);ug/L;nc;1.1
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Diethylphthalat;ug/L;lt;0.3
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Dimethylphthalat;ug/L;lt;0.3
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Dioctylphthalat;ug/L;lt;0.5
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Diuron;ug/L;nc;0.11
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Fluoranthen;ug/L;nc;0.03
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Fluoren;ug/L;lt;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Formylaminoantipyrin;ug/L;nc;0.33
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Gabapentin;ug/L;lt;0.03
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Gesamt-Phosphor;mg/L;nc;0.46
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Gesamt-Phosphor filtriert;mg/L;lt;0.03
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Glyphosat;ug/L;nc;0.14
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Hydroxybenzothiazol;ug/L;nc;0.27
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Indeno[1,2,3-c,d]pyren;ug/L;lt;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Isoproturon;ug/L;lt;0.03
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Koffein;ug/L;nc;0.82
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Kupfer;ug/L;nc;40
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Mecoprop;ug/L;nc;0.73
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Methyl-tert-butylether;ug/L;lt;0.03
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Naphthalin;ug/L;lt;0.05
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Nikotin;ug/L;lt;0.1
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Octylisothiazolinon;ug/L;lt;0.03
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Orthophosphat;mg/L;nc;0.15
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;PAK 16 EPA;ug/L;nc;0.078
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Perfluoroctansäure (PFOA);ug/L;nc;0.01
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Perfluoroctansulfonat (PFOS);ug/L;lt;0.05
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Phenanthren;ug/L;nc;0.029
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Pyren;ug/L;nc;0.019
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Tebuconazol;ug/L;nc;0.02
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Terbutryn;ug/L;nc;0.05
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Titan;ug/L;nc;7.7
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Tolyltriazole;ug/L;nc;0.35
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Tri-n-butyl- + Tri-iso-butylphosphat (TBP);ug/L;nc;0.14
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Tris(2-chlor-1-methylethyl)phosphat (TCPP);ug/L;nc;0.31
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Tris(2-chlorethyl)phosphat (TCEP);ug/L;lt;0.03
2;1;2014-05-09 01:43:00;2014-05-08 23:43:00;2;Composite;Zink;ug/L;nc;1100
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;2-Phenylphenol;ug/L;nc;0.05
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;2,4-Dichlorphenoxyessigsäure (2,4-D);ug/L;lt;0.02
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;2,6-Dichlorbenzamid;ug/L;lt;0.03
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;4-tert-Butylphenol;ug/L;nc;0.09
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;4-tert-Octylphenol;ug/L;lt;0.4
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Abfiltrierbare Stoffe;mg/L;nc;25.6
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Acenaphthen;ug/L;lt;0.05
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Acenaphthylen;ug/L;lt;0.05
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Acesulfam;ug/L;nc;1
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;AMPA;ug/L;nc;0.15
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Anthracen;ug/L;lt;0.01
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Benzo[a]anthracen;ug/L;nc;0.038
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Benzo[a]pyren;ug/L;nc;0.056
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Benzo[b]fluoranthen;ug/L;nc;0.05
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Benzo[g,h,i]perylen;ug/L;nc;0.049
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Benzo[k]fluoranthen;ug/L;nc;0.026
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Benzotriazol;ug/L;nc;0.23
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Benzylbutylphthalat;ug/L;lt;0.3
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Biologischer Sauerstoffbedarf;mg/L;nc;8
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Bisphenol F;ug/L;lt;0.3
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Blei;ug/L;nc;17
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Carbamazepin;ug/L;lt;0.02
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Carbendazim;ug/L;nc;0.3
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Chemischer Sauerstoffbedarf;mg/L;nc;38.4
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Chrysen;ug/L;nc;0.058
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Cybutryn;ug/L;lt;0.02
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Di-iso-decylphthalat + Di-iso-nonylphthalat;ug/L;nc;9.15
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Diazinon;ug/L;lt;0.02
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Dibenz[a,h]anthracen;ug/L;lt;0.01
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Dibutylphthalat;ug/L;nc;2.7
3;1;2014-05-12 13:25:00;2014-05-12 11:25:00;2;Composite;Diethylhexylphthalat (DEHP);ug/L;nc;11
